X,x,fecha
6581,financieros,21_1
6582,internos,21_1
6583,externos,21_1
6584,permiten,21_1
6585,vez,21_1
6586,entender,21_1
6587,ciertos,21_1
6588,movimientos,21_1
6589,agregados,21_1
6590,monetarios,21_1
6591,cuenta,21_1
6592,capitales,21_1
6593,contrapartida,21_1
6594,deficit,21_1
6595,cuenta,21_1
6596,corriente,21_1
6597,registro,21_1
6598,superavit,21_1
6599,cuenta,21_1
6600,capitales,21_1
6601,flujos,21_1
6602,netos,21_1
6603,credi,21_1
6604,tos,21_1
6605,mediano,21_1
6606,largo,21_1
6607,positivos,21_1
6608,desembolsos,21_1
6609,credito,21_1
6610,externos,21_1
6611,cuarto,21_1
6612,trimestres,21_1
6613,inver,21_1
6614,sion,21_1
6615,extranjera,21_1
6616,directa,21_1
6617,neta,21_1
6618,negativa,21_1
6619,fuerte,21_1
6620,caida,21_1
6621,inversion,21_1
6622,externa,21_1
6623,pais,21_1
6624,comparacion,21_1
6625,cifras,21_1
6626,ade,21_1
6627,cambio,21_1
6628,registrado,21_1
6629,fuentes,21_1
6630,financiamiento,21_1
6631,inversion,21_1
6632,extranjera,21_1
6633,privilegiado,21_1
6634,credi,21_1
6635,tos,21_1
6636,externos,21_1
6637,aportes,21_1
6638,capital,21_1
6639,asimismo,21_1
6640,inversion,21_1
6641,exterior,21_1
6642,mantenido,21_1
6643,niveles,21_1
6644,altos,21_1
6645,inversion,21_1
6646,cartera,21_1
6647,neta,21_1
6648,levemente,21_1
6649,negativa,21_1
6650,resultado,21_1
6651,egresos,21_1
6652,netos,21_1
6653,contrarrestados,21_1
6654,ingresos,21_1
6655,netos,21_1
6656,efecto,21_1
6657,emisiones,21_1
6658,bonos,21_1
6659,contrasta,21_1
6660,niveles,21_1
6661,registrados,21_1
6662,inversion,21_1
6663,cartera,21_1
6664,exterior,21_1
6665,despues,21_1
6666,fuertes,21_1
6667,egresos,21_1
6668,primera,21_1
6669,mitad,21_1
6670,empezo,21_1
6671,aportar,21_1
6672,ingresos,21_1
6673,netos,21_1
6674,pais,21_1
6675,derivada,21_1
6676,retornos,21_1
6677,inversiones,21_1
6678,efectuadas,21_1
6679,fondos,21_1
6680,pensiones,21_1
6681,fenomeno,21_1
6682,continuo,21_1
6683,mestre,21_1
6684,moderandose,21_1
6685,tendencia,21_1
6686,registraron,21_1
6687,egresos,21_1
6688,netos,21_1
6689,concepto,21_1
6690,mercados,21_1
6691,financieros,21_1
6692,flujos,21_1
6693,capitales,21_1
6694,corto,21_1
6695,negativos,21_1
6696,revirtieron,21_1
6697,resultado,21_1
6698,positivo,21_1
6699,uso,21_1
6700,credito,21_1
6701,finan,21_1
6702,cieros,21_1
6703,corto,21_1
6704,empresas,21_1
6705,destinados,21_1
6706,finan,21_1
6707,ciar,21_1
6708,inversiones,21_1
6709,mediano,21_1
6710,llevar,21_1
6711,produzca,21_1
6712,ingreso,21_1
6713,importante,21_1
6714,financiamiento,21_1
6715,mediano,21_1
6716,reemplazaria,21_1
6717,credito,21_1
6718,cuenta,21_1
6719,capitales,21_1
6720,h,21_1
6721,h,21_1
6722,h,21_1
6723,h,21_1
6724,qyhuvlyq,21_1
6725,hwudqmhud,21_1
6726,qyhuvlyq,21_1
6727,gluhfwd,21_1
6728,qyhuvlyq,21_1
6729,gh,21_1
6730,fduwhud,21_1
6731,wurv,21_1
6732,fdslwdohv,21_1
6733,dslwdohv,21_1
6734,gh,21_1
6735,phgldqr,21_1
6736,odujr,21_1
6737,sodr,21_1
6738,dslwdohv,21_1
6739,gh,21_1
6740,fruwr,21_1
6741,sodr,21_1
6742,estimaciones,21_1
6743,banco,21_1
6744,embargo,21_1
6745,acuerdo,21_1
6746,estimaciones,21_1
6747,banco,21_1
6748,inver,21_1
6749,sion,21_1
6750,perspectivas,21_1
6751,flujo,21_1
6752,capitales,21_1
6753,aparecen,21_1
6754,especialmente,21_1
6755,promisorias,21_1
6756,proyecta,21_1
6757,caida,21_1
6758,respecto,21_1
6759,flujo,21_1
6760,neto,21_1
6761,capitales,21_1
6762,pais,21_1
6763,cifra,21_1
6764,superior,21_1
6765,niveles,21_1
6766,registrados,21_1
6767,escenario,21_1
6768,embargo,21_1
6769,contrapone,21_1
6770,financiamiento,21_1
6771,internacional,21_1
6772,previsto,21_1
6773,diversas,21_1
6774,empresas,21_1
6775,chilenas,21_1
6776,hoy,21_1
6777,situan,21_1
6778,millo,21_1
6779,nes,21_1
6780,fecha,21_1
6781,contabilizaban,21_1
6782,costo,21_1
6783,financiamiento,21_1
6784,pais,21_1
6785,debiera,21_1
6786,caer,21_1
6787,gradualmente,21_1
6788,niveles,21_1
6789,actuales,21_1
6790,tampoco,21_1
6791,avizora,21_1
6792,recuperacion,21_1
6793,sustancial,21_1
6794,flujos,21_1
6795,conjunto,21_1
6796,economias,21_1
6797,emergentes,21_1
6798,general,21_1
6799,latinoamerica,21_1
6800,particular,21_1
6801,indicadores,21_1
6802,vulnerabilidad,21_1
6803,externa,21_1
6804,indicadores,21_1
6805,vulnerabilidad,21_1
6806,externa,21_1
6807,economias,21_1
6808,emergentes,21_1
6809,revelan,21_1
6810,leve,21_1
6811,mejoria,21_1
6812,economias,21_1
6813,asiaticas,21_1
6814,niveles,21_1
6815,deuda,21_1
6816,externa,21_1
6817,exportaciones,21_1
6818,registran,21_1
6819,caidas,21_1
6820,deuda,21_1
6821,externa,21_1
6822,corto,21_1
6823,amorti,21_1
6824,zaciones,21_1
6825,reservas,21_1
6826,internacionales,21_1
6827,situacion,21_1
6828,llevo,21_1
6829,particular,21_1
6830,indonesia,21_1
6831,mejorar,21_1
6832,clasificacion,21_1
6833,riesgo,21_1
6834,standard,21_1
6835,poor,21_1
6836,ubico,21_1
6837,categoria,21_1
6838,deuda,21_1
6839,externa,21_1
6840,economia,21_1
6841,economia,21_1
6842,continua,21_1
6843,mostrando,21_1
6844,solida,21_1
6845,posicion,21_1
6846,financie,21_1
6847,ra,21_1
6848,externa,21_1
6849,ciertos,21_1
6850,indicadores,21_1
6851,particular,21_1
6852,cuocientes,21_1
6853,relacionados,21_1
6854,compromisos,21_1
6855,corto,21_1
6856,actualmente,21_1
6857,menos,21_1
6858,robustos,21_1
6859,politica,21_1
6860,monetaria,21_1
6861,situacion,21_1
6862,solvencia,21_1
6863,externa,21_1
6864,presenta,21_1
6865,evolucion,21_1
6866,mixta,21_1
6867,hace,21_1
6868,efecto,21_1
6869,economias,21_1
6870,brasilena,21_1
6871,mexicana,21_1
6872,mejoria,21_1
6873,significativa,21_1
6874,economia,21_1
6875,argentina,21_1
6876,presenta,21_1
6877,situacion,21_1
6878,relativa,21_1
6879,mente,21_1
6880,estable,21_1
6881,deuda,21_1
6882,externa,21_1
6883,exportacio,21_1
6884,nes,21_1
6885,cae,21_1
6886,aumenta,21_1
6887,respecto,21_1
6888,producto,21_1
6889,misma,21_1
6890,manera,21_1
6891,deuda,21_1
6892,externa,21_1
6893,corto,21_1
6894,amortizaciones,21_1
6895,reservas,21_1
6896,interna,21_1
6897,cionales,21_1
6898,incrementa,21_1
6899,forma,21_1
6900,significativa,21_1
6901,resultado,21_1
6902,cierta,21_1
6903,concentracion,21_1
6904,obligaciones,21_1
6905,financieras,21_1
6906,pais,21_1
6907,du,21_1
6908,rante,21_1
6909,embargo,21_1
6910,aumento,21_1
6911,moderado,21_1
6912,relacion,21_1
6913,exportaciones,21_1
6914,representa,21_1
6915,problemas,21_1
6916,manejo,21_1
6917,deuda,21_1
6918,indicadores,21_1
6919,vulnerabilidad,21_1
6920,externa,21_1
6921,emergentes,21_1
6922,dwlqj,21_1
6923,hxgd,21_1
6924,hxgd,21_1
6925,hxgd,21_1
6926,hw,21_1
6927,f,21_1
6928,ghxgd,21_1
6929,hwhuqd,21_1
6930,hwhuqd,21_1
6931,dpruwldflrqhv,21_1
6932,wrwdo,21_1
6933,hsruw,21_1
6934,kloh,21_1
6935,ujhqwlqd,21_1
6936,udvlo,21_1
6937,plfr,21_1
6938,klqd,21_1
6939,ruhd,21_1
6940,lolslqdv,21_1
6941,qgrqhvld,21_1
6942,dodvld,21_1
6943,dlodqgld,21_1
6944,dlziq,21_1
6945,corresponde,21_1
6946,proyecciones,21_1
6947,deuda,21_1
6948,externa,21_1
6949,corto,21_1
6950,reservas,21_1
6951,amortizaciones,21_1
6952,estimadas,21_1
6953,ultima,21_1
6954,disponible,21_1
6955,jp,21_1
6956,morgan,21_1
6957,world,21_1
6958,markets,21_1
6959,reunion,21_1
6960,politica,21_1
6961,monetaria,21_1
6962,sejo,21_1
6963,banco,21_1
6964,decidio,21_1
6965,disminuir,21_1
6966,tpm,21_1
6967,estructura,21_1
6968,interes,21_1
6969,reales,21_1
6970,dismi,21_1
6971,nuido,21_1
6972,plazos,21_1
6973,acorde,21_1
6974,acontecimientos,21_1
6975,sector,21_1
6976,ambito,21_1
6977,interno,21_1
6978,escenario,21_1
6979,externo,21_1
6980,expectativas,21_1
6981,inflacion,21_1
6982,encuesta,21_1
6983,mensual,21_1
6984,realiza,21_1
6985,banco,21_1
6986,coherentes,21_1
6987,meta,21_1
6988,inflacion,21_1
6989,lado,21_1
6990,pesar,21_1
6991,dinamica,21_1
6992,demanda,21_1
6993,interna,21_1
6994,continua,21_1
6995,debil,21_1
6996,menor,21_1
6997,interes,21_1
6998,reciente,21_1
6999,recuperacion,21_1
7000,observada,21_1
7001,agregados,21_1
7002,monetarios,21_1
7003,credito,21_1
7004,debieran,21_1
7005,influir,21_1
7006,posi,21_1
7007,tivamente,21_1
7008,consumo,21_1
7009,inversion,21_1
7010,privada,21_1
7011,pare,21_1
7012,ce,21_1
7013,haber,21_1
7014,espacio,21_1
7015,esperar,21_1
7016,recuperacion,21_1
7017,coloca,21_1
7018,ciones,21_1
7019,totales,21_1
7020,respecto,21_1
7021,cambio,21_1
7022,continuado,21_1
7023,depreciandose,21_1
7024,mostrando,21_1
7025,actualmente,21_1
7026,similares,21_1
7027,futuro,21_1
7028,espera,21_1
7029,muestre,21_1
7030,trayec,21_1
7031,toria,21_1
7032,estable,21_1
7033,cercana,21_1
7034,actuales,21_1
7035,mercados,21_1
7036,accionarios,21_1
7037,destaca,21_1
7038,positiva,21_1
7039,evolucion,21_1
7040,reciente,21_1
7041,sector,21_1
7042,construccion,21_1
7043,finalmente,21_1
7044,economia,21_1
7045,continua,21_1
7046,mostrando,21_1
7047,solida,21_1
7048,posicion,21_1
7049,financiera,21_1
7050,externa,21_1
7051,ciertos,21_1
7052,indicadores,21_1
7053,particular,21_1
7054,cuocientes,21_1
7055,relacionados,21_1
7056,compro,21_1
7057,misos,21_1
7058,corto,21_1
7059,actualmente,21_1
7060,menos,21_1
7061,robustos,21_1
7062,mercados,21_1
7063,financieros,21_1
7064,determinantes,21_1
7065,largo,21_1
7066,dinamica,21_1
7067,corto,21_1
7068,cambio,21_1
7069,economias,21_1
7070,mercado,21_1
7071,abiertas,21_1
7072,comercio,21_1
7073,exterior,21_1
7074,produce,21_1
7075,consume,21_1
7076,sinnumero,21_1
7077,bienes,21_1
7078,servicios,21_1
7079,cuyos,21_1
7080,precios,21_1
7081,casos,21_1
7082,difieren,21_1
7083,distintos,21_1
7084,existencia,21_1
7085,costos,21_1
7086,transpor,21_1
7087,aranceles,21_1
7088,barreras,21_1
7089,libre,21_1
7090,comercio,21_1
7091,razon,21_1
7092,precios,21_1
7093,distintos,21_1
7094,medidos,21_1
7095,unidad,21_1
7096,cuenta,21_1
7097,comun,21_1
7098,corresponde,21_1
7099,precio,21_1
7100,relativo,21_1
7101,clave,21_1
7102,economia,21_1
7103,conoce,21_1
7104,bajo,21_1
7105,nombre,21_1
7106,cambio,21_1
7107,precios,21_1
7108,pais,21_1
7109,mide,21_1
7110,precios,21_1
7111,construye,21_1
7112,canasta,21_1
7113,representativa,21_1
7114,bienes,21_1
7115,servicios,21_1
7116,forma,21_1
7117,p,21_1
7118,corresponde,21_1
7119,precios,21_1
7120,domestico,21_1
7121,p,21_1
7122,corresponde,21_1
7123,precios,21_1
7124,externos,21_1
7125,cambio,21_1
7126,define,21_1
7127,1/4,21_1
7128,h,21_1
7129,corresponde,21_1
7130,cambio,21_1
7131,nominal,21_1
7132,medido,21_1
7133,unidades,21_1
7134,moneda,21_1
7135,nacional,21_1
7136,unidad,21_1
7137,moneda,21_1
7138,extranjera,21_1
7139,incremento,21_1
7140,lee,21_1
7141,depreciacion,21_1
7142,disminucion,21_1
7143,lee,21_1
7144,apreciacion,21_1
7145,mundo,21_1
7146,costos,21_1
7147,transporte,21_1
7148,nulos,21_1
7149,ningun,21_1
7150,barrera,21_1
7151,comercio,21_1
7152,exterior,21_1
7153,estructura,21_1
7154,mercado,21_1
7155,perfectamente,21_1
7156,competitiva,21_1
7157,indices,21_1
7158,precios,21_1
7159,pais,21_1
7160,construyen,21_1
7161,canasta,21_1
7162,comun,21_1
7163,cumple,21_1
7164,ley,21_1
7165,solo,21_1
7166,precio,21_1
7167,palabras,21_1
7168,cambio,21_1
7169,constante,21_1
7170,menos,21_1
7171,observa,21_1
7172,ria,21_1
7173,reversion,21_1
7174,rapida,21_1
7175,cierto,21_1
7176,dado,21_1
7177,afecten,21_1
7178,equilibrio,21_1
7179,largo,21_1
7180,evidentemente,21_1
7181,mundo,21_1
7182,cumple,21_1
7183,condiciones,21_1
7184,previamente,21_1
7185,descritas,21_1
7186,forma,21_1
7187,principales,21_1
7188,fuen,21_1
7189,tes,21_1
7190,desviaciones,21_1
7191,respecto,21_1
7192,predicciones,21_1
7193,teoria,21_1
7194,ppc,21_1
7195,existencia,21_1
7196,bienes,21_1
7197,transables,21_1
7198,bajo,21_1
7199,ciertos,21_1
7200,supuestos,21_1
7201,pueden,21_1
7202,representativos,21_1
7203,largo,21_1
7204,cambio,21_1
7205,independiente,21_1
7206,patrones,21_1
7207,consumo,21_1
7208,depende,21_1
7209,productividad,21_1
7210,sectorial,21_1
7211,intensidad,21_1
7212,uso,21_1
7213,factores,21_1
7214,sector,21_1
7215,remuneracion,21_1
7216,factores,21_1
7217,salario,21_1
7218,tasa,21_1
7219,interes,21_1
7220,forma,21_1
7221,suponiendo,21_1
7222,sector,21_1
7223,transable,21_1
7224,intensivo,21_1
7225,empleo,21_1
7226,factor,21_1
7227,trabajo,21_1
7228,incremento,21_1
7229,tasa,21_1
7230,interes,21_1
7231,externa,21_1
7232,terminos,21_1
7233,estrictos,21_1
7234,concepto,21_1
7235,descrito,21_1
7236,corresponde,21_1
7237,cambio,21_1
7238,bilateral,21_1
7239,ejemplo,21_1
7240,mediciones,21_1
7241,tcr,21_1
7242,tcr,21_1
7243,usan,21_1
7244,regularmente,21_1
7245,analisis,21_1
7246,coyuntura,21_1
7247,macroeconomica,21_1
7248,corresponden,21_1
7249,concepto,21_1
7250,amplio,21_1
7251,cambio,21_1
7252,medir,21_1
7253,precios,21_1
7254,relacion,21_1
7255,precios,21_1
7256,conjunto,21_1
7257,socios,21_1
7258,comerciales,21_1
7259,definiciones,21_1
7260,cambio,21_1
7261,nominal,21_1
7262,conocidas,21_1
7263,corresponden,21_1
7264,paridad,21_1
7265,pesodolar,21_1
7266,cambio,21_1
7267,tco,21_1
7268,tcm,21_1
7269,tcm,21_1
7270,corresponden,21_1
7271,contraparte,21_1
7272,nominal,21_1
7273,tcr,21_1
7274,tcr,21_1
7275,respectivamente,21_1
7276,predice,21_1
7277,teoria,21_1
7278,paridad,21_1
7279,poder,21_1
7280,compra,21_1
7281,ppc,21_1
7282,absoluta,21_1
7283,version,21_1
7284,menos,21_1
7285,exigente,21_1
7286,ppc,21_1
7287,corresponde,21_1
7288,definicion,21_1
7289,relativa,21_1
7290,predice,21_1
7291,cambios,21_1
7292,precios,21_1
7293,medidos,21_1
7294,unidad,21_1
7295,cuenta,21_1
7296,comun,21_1
7297,tienden,21_1
7298,iguales,21_1
7299,largo,21_1
7300,bienes,21_1
7301,transables,21_1
7302,corresponden,21_1
7303,aquellos,21_1
7304,bienes,21_1
7305,servicios,21_1
7306,costo,21_1
7307,transaccion,21_1
7308,fronteras,21_1
7309,pais,21_1
7310,tan,21_1
7311,alto,21_1
7312,solo,21_1
7313,resulta,21_1
7314,conve,21_1
7315,niente,21_1
7316,comercializarlos,21_1
7317,internamente,21_1
7318,politica,21_1
7319,monetaria,21_1
7320,bajo,21_1
7321,supuesto,21_1
7322,perfecta,21_1
7323,movilidad,21_1
7324,capitales,21_1
7325,tasa,21_1
7326,interes,21_1
7327,interna,21_1
7328,presiona,21_1
7329,salario,21_1
7330,sentido,21_1
7331,contrario,21_1
7332,resultando,21_1
7333,disminucion,21_1
7334,precios,21_1
7335,bienes,21_1
7336,transables,21_1
7337,decir,21_1
7338,deprecia,21_1
7339,cion,21_1
7340,cambio,21_1
7341,crecimiento,21_1
7342,rapido,21_1
7343,produc,21_1
7344,tividad,21_1
7345,sector,21_1
7346,transable,21_1
7347,presionar,21_1
7348,salario,21_1
7349,traducira,21_1
7350,incremento,21_1
7351,precios,21_1
7352,bienes,21_1
7353,transables,21_1
7354,decir,21_1
7355,apreciacion,21_1
7356,cambio,21_1
7357,efecto,21_1
7358,productividad,21_1
7359,cambio,21_1
7360,interpretar,21_1
7361,terminos,21_1
7362,comparativos,21_1
7363,conoce,21_1
7364,efecto,21_1
7365,harrodbalassasamuelson,21_1
7366,pais,21_1
7367,experimentara,21_1
7368,apreciacion,21_1
7369,cambio,21_1
7370,medida,21_1
7371,crecimiento,21_1
7372,ventajas,21_1
7373,productividad,21_1
7374,comparativa,21_1
7375,sector,21_1
7376,transable,21_1
7377,exceda,21_1
7378,creci,21_1
7379,miento,21_1
7380,ventajas,21_1
7381,productividad,21_1
7382,comparativa,21_1
7383,sector,21_1
7384,transable,21_1
7385,ambos,21_1
7386,resultados,21_1
7387,refuerzan,21_1
7388,intensivamente,21_1
7389,ocupe,21_1
7390,factor,21_1
7391,trabajo,21_1
7392,sector,21_1
7393,transable,21_1
7394,mantienen,21_1
7395,forma,21_1
7396,completamente,21_1
7397,independiente,21_1
7398,condiciones,21_1
7399,demanda,21_1
7400,ultima,21_1
7401,conclusion,21_1
7402,genera,21_1
7403,duda,21_1
7404,cierto,21_1
7405,escepticismo,21_1
7406,supuestos,21_1
7407,detras,21_1
7408,analisis,21_1
7409,largo,21_1
7410,supuestos,21_1
7411,corresponde,21_1
7412,libre,21_1
7413,movilidad,21_1
7414,capital,21_1
7415,internacional,21_1
7416,sectores,21_1
7417,economia,21_1
7418,introducir,21_1
7419,analisis,21_1
7420,rigideces,21_1
7421,movimiento,21_1
7422,capitales,21_1
7423,corto,21_1
7424,factores,21_1
7425,demanda,21_1
7426,juegan,21_1
7427,rol,21_1
7428,significativo,21_1
7429,persistente,21_1
7430,determinacion,21_1
7431,cambio,21_1
7432,factores,21_1
7433,demanda,21_1
7434,encuentra,21_1
7435,gasto,21_1
7436,gobierno,21_1
7437,propension,21_1
7438,gastar,21_1
7439,bienes,21_1
7440,transables,21_1
7441,sector,21_1
7442,publico,21_1
7443,privado,21_1
7444,suele,21_1
7445,respaldado,21_1
7446,evidencia,21_1
7447,empirica,21_1
7448,aumen,21_1
7449,gasto,21_1
7450,publico,21_1
7451,induce,21_1
7452,apreciacion,21_1
7453,cambio,21_1
7454,chileno,21_1
7455,estimado,21_1
7456,efecto,21_1
7457,impacto,21_1
7458,negativo,21_1
7459,infe,21_1
7460,rior,21_1
7461,tcr,21_1
7462,menos,21_1
7463,incluyan,21_1
7464,transferencias,21_1
7465,sector,21_1
7466,privado,21_1
7467,definicion,21_1
7468,gasto,21_1
7469,publico,21_1
7470,impacto,21_1
7471,llegar,21_1
7472,orden,21_1
7473,demanda,21_1
7474,interna,21_1
7475,afecta,21_1
7476,directamente,21_1
7477,cambio,21_1
7478,absorcion,21_1
7479,privada,21_1
7480,embargo,21_1
7481,variable,21_1
7482,endogena,21_1
7483,descrita,21_1
7484,funcion,21_1
7485,variables,21_1
7486,exogenas,21_1
7487,entrada,21_1
7488,capitales,21_1
7489,largo,21_1
7490,tasa,21_1
7491,interes,21_1
7492,relevante,21_1
7493,forma,21_1
7494,entrada,21_1
7495,capitales,21_1
7496,aumenta,21_1
7497,absorcion,21_1
7498,privada,21_1
7499,pues,21_1
7500,permite,21_1
7501,financiar,21_1
7502,deficit,21_1
7503,balanza,21_1
7504,comercial,21_1
7505,aumento,21_1
7506,tasa,21_1
7507,interes,21_1
7508,relevante,21_1
7509,induce,21_1
7510,sustitucion,21_1
7511,gasto,21_1
7512,presente,21_1
7513,consumo,21_1
7514,futuro,21_1
7515,finalmente,21_1
7516,mayores,21_1
7517,niveles,21_1
7518,absorcion,21_1
7519,consistentes,21_1
7520,niveles,21_1
7521,tcr,21_1
7522,apreciados,21_1
7523,efecto,21_1
7524,inclusion,21_1
7525,rigideces,21_1
7526,movimiento,21_1
7527,capitales,21_1
7528,dinamica,21_1
7529,ajuste,21_1
7530,productividad,21_1
7531,particular,21_1
7532,dinamica,21_1
7533,afecta,21_1
7534,shock,21_1
7535,productividad,21_1
7536,sector,21_1
7537,transable,21_1
7538,aumento,21_1
7539,produce,21_1
7540,depreciacion,21_1
7541,obstante,21_1
7542,aumento,21_1
7543,productividad,21_1
7544,sector,21_1
7545,transable,21_1
7546,apreciacion,21_1
7547,corto,21_1
7548,largo,21_1
7549,produciendose,21_1
7550,fenomeno,21_1
7551,conocido,21_1
7552,sobrerreaccion,21_1
7553,fenomeno,21_1
7554,similar,21_1
7555,produce,21_1
7556,tasa,21_1
7557,interes,21_1
7558,equilibra,21_1
7559,flujos,21_1
7560,ahorro,21_1
7561,inversion,21_1
7562,modifica,21_1
7563,consecuencia,21_1
7564,desarrollos,21_1
7565,microeconomicos,21_1
7566,macroeconomicos,21_1
7567,afectan,21_1
7568,equilibrio,21_1
7569,largo,21_1
7570,economia,21_1
7571,ejemplo,21_1
7572,tasa,21_1
7573,disminuye,21_1
7574,trayectoria,21_1
7575,ajuste,21_1
7576,tasa,21_1
7577,interes,21_1
7578,mercado,21_1
7579,nuevo,21_1
7580,equilibrio,21_1
7581,producen,21_1
7582,expec,21_1
7583,entrada,21_1
7584,capitales,21_1
7585,inducida,21_1
7586,desequilibrios,21_1
7587,internos,21_1
7588,reflejarian,21_1
7589,expectativas,21_1
7590,depreciacion,21_1
7591,moneda,21_1
7592,mercados,21_1
7593,financieros,21_1
7594,tativas,21_1
7595,apreciacion,21_1
7596,largo,21_1
7597,requiere,21_1
7598,depreciacion,21_1
7599,corto,21_1
7600,equilibrar,21_1
7601,tasa,21_1
7602,interes,21_1
7603,efectiva,21_1
7604,interna,21_1
7605,contraparte,21_1
7606,externa,21_1
7607,necesario,21_1
7608,considerar,21_1
7609,efecto,21_1
7610,variables,21_1
7611,exogenas,21_1
7612,cambio,21_1
7613,terminos,21_1
7614,intercambio,21_1
7615,politicas,21_1
7616,arance,21_1
7617,larias,21_1
7618,terminos,21_1
7619,intercambio,21_1
7620,pueden,21_1
7621,introducir,21_1
7622,analisis,21_1
7623,desagregando,21_1
7624,bienes,21_1
7625,transables,21_1
7626,importables,21_1
7627,exportables,21_1
7628,impacto,21_1
7629,aumento,21_1
7630,terminos,21_1
7631,intercambio,21_1
7632,ambiguo,21_1
7633,pues,21_1
7634,lado,21_1
7635,generan,21_1
7636,efecto,21_1
7637,riqueza,21_1
7638,inducido,21_1
7639,exportaciones,21_1
7640,incrementa,21_1
7641,demanda,21_1
7642,bienes,21_1
7643,transables,21_1
7644,consecuencia,21_1
7645,tiende,21_1
7646,apreciar,21_1
7647,tcr,21_1
7648,lado,21_1
7649,generan,21_1
7650,efecto,21_1
7651,sustitucion,21_1
7652,aumentar,21_1
7653,costo,21_1
7654,insumos,21_1
7655,importados,21_1
7656,produccion,21_1
7657,bienes,21_1
7658,transables,21_1
7659,tiende,21_1
7660,depreciar,21_1
7661,cambio,21_1
7662,ambiguedad,21_1
7663,refleja,21_1
7664,estimaciones,21_1
7665,empiricas,21_1
7666,cuales,21_1
7667,difieren,21_1
7668,terminos,21_1
7669,efecto,21_1
7670,sustitucion,21_1
7671,riqueza,21_1
7672,relativamente,21_1
7673,relevante,21_1
7674,signo,21_1
7675,cambia,21_1
7676,ejemplo,21_1
7677,dependiendo,21_1
7678,rezagos,21_1
7679,incorporados,21_1
7680,muestral,21_1
7681,inestabilidad,21_1
7682,parametro,21_1
7683,hace,21_1
7684,estudios,21_1
7685,simplemente,21_1
7686,omitan,21_1
7687,variable,21_1
7688,intenten,21_1
7689,capturarla,21_1
7690,algun,21_1
7691,variable,21_1
7692,proxy,21_1
7693,mayores,21_1
7694,aranceles,21_1
7695,consistentes,21_1
7696,cambio,21_1
7697,apreciado,21_1
7698,ahora,21_1
7699,bien,21_1
7700,analisis,21_1
7701,ahora,21_1
7702,asumido,21_1
7703,implicitamente,21_1
7704,cambio,21_1
7705,mueve,21_1
7706,trayectoria,21_1
7707,equilibrio,21_1
7708,obstante,21_1
7709,existe,21_1
7710,importante,21_1
7711,rama,21_1
7712,literatura,21_1
7713,postula,21_1
7714,posible,21_1
7715,observar,21_1
7716,desviaciones,21_1
7717,persistentes,21_1
7718,menos,21_1
7719,corto,21_1
7720,cambio,21_1
7721,respecto,21_1
7722,determinado,21_1
7723,fundamentales,21_1
7724,desviaciones,21_1
7725,producen,21_1
7726,medida,21_1
7727,exista,21_1
7728,diferencial,21_1
7729,interes,21_1
7730,interna,21_1
7731,externa,21_1
7732,ajustado,21_1
7733,premios,21_1
7734,riesgo,21_1
7735,expectativas,21_1
7736,deprecia,21_1
7737,cion,21_1
7738,forma,21_1
7739,diferencial,21_1
7740,negativo,21_1
7741,tasa,21_1
7742,interes,21_1
7743,interna,21_1
7744,externa,21_1
7745,debiera,21_1
7746,generar,21_1
7747,depreciacion,21_1
7748,inmediata,21_1
7749,expectativas,21_1
7750,apreciacion,21_1
7751,futura,21_1
7752,incrementa,21_1
7753,desalineacion,21_1
7754,corto,21_1
7755,cambio,21_1
7756,respecto,21_1
7757,equilibrio,21_1
7758,depende,21_1
7759,situacion,21_1
7760,inicial,21_1
7761,importante,21_1
7762,desviaciones,21_1
7763,corto,21_1
7764,significa,21_1
7765,tiva,21_1
7766,volatilidad,21_1
7767,observa,21_1
7768,mercados,21_1
7769,cambiarios,21_1
7770,reporta,21_1
7771,estudio,21_1
7772,reciente,21_1
7773,transacciones,21_1
7774,cambiarias,21_1
7775,distintas,21_1
7776,mone,21_1
7777,das,21_1
7778,constituyen,21_1
7779,exceso,21_1
7780,especulacion,21_1
7781,operaciones,21_1
7782,cobertura,21_1
7783,riesgo,21_1
7784,cambiario,21_1
7785,afecta,21_1
7786,analisis,21_1
7787,perspectivas,21_1
7788,futuro,21_1
7789,cambio,21_1
7790,lugar,21_1
7791,variables,21_1
7792,fundamentales,21_1
7793,modificado,21_1
7794,suficiente,21_1
7795,jugar,21_1
7796,rol,21_1
7797,significativo,21_1
7798,evolucion,21_1
7799,reciente,21_1
7800,perspectivas,21_1
7801,futuras,21_1
7802,tcr,21_1
7803,equilibrio,21_1
7804,encuentran,21_1
7805,politica,21_1
7806,arancelaria,21_1
7807,politica,21_1
7808,fiscal,21_1
7809,terminos,21_1
7810,intercambio,21_1
7811,respecto,21_1
7812,politica,21_1
7813,arancelaria,21_1
7814,disminucion,21_1
7815,gradual,21_1
7816,aranceles,21_1
7817,llegar,21_1
7818,anunciada,21_1
7819,hace,21_1
7820,atras,21_1
7821,efecto,21_1
7822,debiera,21_1
7823,completamente,21_1
7824,incorporado,21_1
7825,terminos,21_1
7826,intercambio,21_1
7827,perspectivas,21_1
7828,futuras,21_1
7829,tornaron,21_1
7830,marginalmente,21_1
7831,menos,21_1
7832,favorables,21_1
7833,magnitud,21_1
7834,cam,21_1
7835,bio,21_1
7836,pequena,21_1
